"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34"
0,0.80919376265424,0.837720466497684,0.487250496608641,0.764749258199113,0.35257439100652,-0.474766073227152,0.166967262527985,0.837437064906389,0.579237362600258,-0.0931534678625529,0.684196964268144,1,0,0,1,0,0,1,0,0,1,0,-0.256551891080706,0.104938267779959,-0.0910000263573535,0.291747273890649,0.0651564755948754,-0.019987378469099,-0.0662862782431092,-0.218660851512597,-0.271410873738749,0.167249551805383,-0.307485033410374,-0.309213231830417
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,1,0,0,1,0,0,0,1,-0.0342400469029519,-0.0820682270553956,-0.238643810370021,-0.331142144707601,-0.575811234234736,-0.0176909876948308,-0.151752789180971,-0.224618439303975,-0.269718835823804,0.627148939447444,0.268007123821783,-0.554695716716139
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.53583812748492,-0.156870824989537,-0.303707172816281,-0.38776845548926,-0.575811234234736,-0.0178283611747005,-0.253107305357282,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.28399555760498,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,1,0,0,0,0,1,0,0,1,0,-0.0342400469029519,-0.0820682270553956,-0.28368767667897,-0.331142144707601,-0.575811234234736,-0.0196393079019252,-0.255298754355689,-0.226852534725741,-0.27543073475902,0.968364614149619,-0.330974509215768,-0.554695716716139
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,1,0,0,1,0,0,1,0,0,1,0,0.133331694939577,-0.0820682270553956,-0.298702298781953,-0.38776845548926,-0.575811234234736,-0.0196236136115592,-0.247628682861265,-0.187383515607864,-0.246467253653308,-0.07011787407439,-0.330974509215768,-0.554695716716139
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.256551891080706,-0.156870824989537,-0.306209609833445,-0.41608161088009,-0.896295089149542,-0.0214877465450239,-0.255298754355689,-0.229086630147508,-0.277697019546556,-0.663536438773824,1.0079256116917,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.53583812748492,-0.138170175506002,-0.306209609833445,-0.41608161088009,-0.896295089149542,-0.0214877465450239,-0.255298754355689,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.213527130188797,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,1,0,0,1,0,0,0,1,-0.425240777868852,-0.0820682270553956,-0.303707172816281,-0.38776845548926,-0.575811234234736,-0.0178283611747005,-0.254750892106087,-0.224618439303975,-0.271312319391793,0.211755944157841,0.47941240607033,-0.554695716716139
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,1,0,0,0,1,0,5.94360255709285,0.759460999703699,-0.306209609833445,-0.41608161088009,-0.896295089149542,-0.0214877465450239,-0.255298754355689,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.0960797511618266,-0.61606633793757
1,-0.176266796765017,-0.167835976640997,-0.622836278082007,2.67205980732713,2.56537257699584,2.56434147689736,-0.246078651467756,0.0679036337636008,0.579237362600258,0.685155643342611,-0.212715334437223,0,0,0,1,0,0,1,0,0,1,0,0.535503875361645,-0.0820682270553956,-0.286190113696134,-0.246202678535112,0.385640330509681,-0.0140338087286005,-0.250915856358875,-0.220150248460441,-0.272365182856954,-0.0849533381918759,-0.319229771313071,-0.370583853051847
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,1,0,0,1,1,0,0,0,-0.256551891080706,-0.0820682270553956,-0.238643810370021,0.065242030764013,2.62902731491332,-0.00551556067344463,-0.212017636637156,-0.213447962195141,-0.246253663854846,-0.500346333481479,-0.307485033410374,-0.554695716716139
0,0.0056400480716036,0.472063578083618,1.27927870102275,0.830518587479389,0.359383000809564,1.95651996687246,0.0371762069665599,0.402483386434378,0.877244227839387,0.553875552506328,0.849871601087469,0,0,0,1,0,0,1,0,0,1,0,-0.53583812748492,-0.0820682270553956,0.0741608167754607,0.320060429281479,1.3470918952541,-0.0159551185546385,0.0389032736804133,-0.0548271872497085,-0.00929512117702185,-0.619030046421366,-0.354463985021162,2.75931782924112
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,0,1,-0.256551891080706,-0.128819850764234,-0.278682802644642,-0.302828989316771,-0.575811234234736,-0.0161115009255787,-0.235575713370028,-0.225363137777897,-0.26966307918382,0.211755944157841,-0.295740295507677,-0.493325095494709
0,0.246073442986093,0.071582224106308,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,0.100847662517889,0.260286991549298,0.579237362600258,0.432811618000265,0.448185741994053,0,0,0,1,0,0,1,0,0,1,0,-0.53583812748492,-0.14752050024777,-0.0634732191685511,-0.38776845548926,0.706124185424487,-0.0191089829091991,-0.11888105420487,-0.21642675609083,-0.260614886330692,1.30958028885179,-0.377953460826556,-0.063730746944694
1,1.93543440199053,1.98692783008475,2.15238065864461,-0.506791107886232,-0.498501834373987,-0.474766073227152,1.90414689192753,1.99173721162057,2.0692716887959,2.03203442982455,2.04899374832224,1,1,0,0,0,0,1,0,0,0,0,-0.1236116425523,-0.0820682270553956,-0.266170617558823,-0.161263212362624,0.0651564755948754,-0.0209297491296385,-0.220235570381181,-0.227597233199663,-0.276951581846075,0.345275121215213,0.925712446372819,-0.554695716716139
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.758149971662675,-0.0820682270553956,-0.296199861764789,-0.302828989316771,-0.25532737931993,-0.0108685973261744,-0.250915856358875,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.366208722923859,-0.61606633793757
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,1,0,0,1,0,0,1,0,-0.425240777868852,-0.0820682270553956,0.156741238341868,0.150181496936502,-0.25532737931993,-0.00746951731447035,0.231202923290603,1.30126873376265,3.7369014777118,-0.619030046421366,1.85354674068589,-0.61606633793757
0,-0.368239633015521,-0.347399627201476,-0.622836278082007,1.40051944124179,-0.0608054898925832,-0.474766073227152,-0.458470953994932,-0.0282880451292477,0.0825592538683758,0.399675280468438,0.628294706501078,0,0,0,1,0,0,1,0,0,0,1,-0.425240777868852,-0.168091214679659,-0.271175491593151,-0.132950056971794,0.385640330509681,-0.0185069523962371,-0.241054335866045,-0.208235072877686,-0.259250078088312,-0.485510869363994,-0.342719247118465,0.365863601605321
0,0.941692661399687,1.08910957728235,1.68272856166011,-0.0177371209303304,0.41108588150143,1.80456458936623,0.934585762759982,1.02982042269209,0.579237362600258,0.581329853171866,0.513225057034547,0,0,1,0,0,0,1,0,0,1,0,-0.425240777868852,-0.166221149731305,-0.291194987730462,-0.274515833925942,-0.575811234234736,0.00675936039859474,-0.243245784864452,-0.20302218356023,-0.0344482772408549,-0.277814371719192,-0.319229771313071,0.365863601605321
0,1.93543440199053,1.98692783008475,-0.622836278082007,2.67205980732713,2.56537257699584,-0.474766073227152,1.90414689192753,1.99173721162057,2.0692716887959,2.03203442982455,2.04899374832224,0,0,1,0,0,0,1,0,0,1,0,-0.53583812748492,-0.128819850764234,-0.191097507043907,-0.359455300098431,-0.575811234234736,-0.0204092985980524,-0.134221197193717,-0.227597233199663,-0.276688017085434,0.909022757679675,-0.366208722923859,-0.554695716716139
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.53583812748492,-0.156870824989537,-0.246151121421512,-0.38776845548926,-0.25532737931993,-0.0207291891773372,-0.231192815373215,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.366208722923859,-0.61606633793757
0,0.80919376265424,0.881920749712571,2.15238065864461,-0.506791107886232,-0.498501834373987,-0.474766073227152,1.00024129635467,0.659852426950361,0.579237362600258,0.785521731304252,0.657123381816898,0,0,0,1,0,0,1,0,0,0,1,0.133331694939577,-0.0820682270553956,0.797365114735814,-0.331142144707601,-0.575811234234736,-0.0199169527101641,1.71097885946474,0.0263449464078134,-0.0813973617895884,-0.366827156424107,-0.330974509215768,0.181751737941029
1,0.527633602820167,0.550418625600918,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.00682990273241514,0.548862028227843,0.579237362600258,-0.0488672696158385,0.774084150838756,0,0,0,1,0,0,1,0,0,0,1,-0.20181178874548,-0.0820682270553956,-0.25115599545584,-0.0196974354084758,0.385640330509681,-0.0195548757903201,-0.235575713370028,-0.221639645408286,-0.270823136284613,-0.396498084659078,-0.377953460826556,-0.493325095494709
1,1.46616746893374,1.41232414829122,0.764772190281302,-0.506791107886232,-0.498501834373987,-0.474766073227152,1.51774073625884,1.41458713826348,1.07591547133214,0.908142932240006,-0.175047611554633,1,0,0,1,0,0,1,0,0,0,1,0.0216172003778909,-0.0820682270553956,-0.203609692129727,0.348373584672309,0.706124185424487,-0.0201920106209097,-0.149561340182564,-0.217171454564752,-0.264886084195325,0.0337303747480108,-0.2017823922861,-0.309213231830417
0,0.776069037967879,0.909545926721876,0.519900107628954,0.634334861677539,0.182359145930419,-0.474766073227152,0.76476677056418,0.987997953608239,0.579237362600258,0.530971231671334,0.827647327209267,1,0,0,1,0,0,1,0,0,1,0,0.309617167357916,-0.0820682270553956,1.68823269284614,2.33029446203038,2.94951116982813,-0.0188233932962906,1.53073217934579,5.09774155381813,5.112688594595,-0.559688189951423,2.25286782937759,0.856828571376766
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,0,1,-0.256551891080706,-0.131624948186764,-0.261165743524495,-0.217889523144283,-0.575811234234736,-0.010567717435409,-0.219687708131579,-0.225363137777897,-0.262694628938924,0.983200078267105,-0.366208722923859,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,0,0,0,1,0,0,1,0,-0.477243875087316,-0.0820682270553956,-0.303707172816281,-0.38776845548926,-0.575811234234736,-0.0120973294760739,-0.25255944310768,-0.226107836251819,-0.268146418828969,0.271097800627784,2.9927863172475,-0.61606633793757
0,0.527633602820167,0.550418625600918,2.15238065864461,0.764749258199113,0.841943220600311,-0.474766073227152,1.35384202215398,0.548862028227843,0.579237362600258,1.4998431685623,0.241793219347054,1,0,0,1,0,0,1,0,0,1,0,0.245046189501262,-0.0820682270553956,-0.0734829672372065,-0.359455300098431,0.385640330509681,0.150828642684696,-0.0547811710014739,-0.205256278981997,-0.241740300083058,-0.144295194661819,0.244517648016388,-0.125101368166125
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,1,0,0,0,0,1,0,0,1,0,-0.313526283307166,-0.0820682270553956,0.987550328040266,1.48089980030549,2.30854345999852,-0.0188918046708849,0.984513516492912,-0.229086630147508,-0.277697019546556,0.508465226507558,-0.377953460826556,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,1,0,0,0,0,1,0,0,1,0,0.133331694939577,-0.035316603346557,-0.286190113696134,-0.359455300098431,-0.25532737931993,-0.020259341359507,-0.243793647114053,-0.225363137777897,-0.275910680472924,0.122743159452926,-0.330974509215768,-0.493325095494709
0,0.319925288188473,0.278646613941815,0.969501308564414,0.477808733109057,0.0585662404205268,1.70959247842484,0.556578659449396,0.47292122910191,0.579237362600258,0.805424829372081,0.645462219921837,0,0,0,1,0,0,1,0,0,1,0,0.133331694939577,-0.0820682270553956,0.659731078791802,1.02788931405222,-0.25532737931993,-0.0188192977197006,0.395561598171107,0.155177782396357,0.11084156446607,-0.500346333481479,-0.319229771313071,1.65464664725536
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,1,0,0,0,0,1,0,0,0,1,0.133331694939577,-0.128819850764234,-0.303707172816281,-0.38776845548926,-0.575811234234736,-0.0196593617173927,-0.252011580858079,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.307485033410374,-0.61606633793757
0,-0.410900263293411,-0.167835976640997,2.15238065864461,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.488679447786434,-0.316863081807793,0.0825592538683758,0.46055404437609,0.310823351385362,0,0,0,1,0,0,1,0,0,0,1,-0.256551891080706,-0.152195662618653,-0.156063388803614,0.574878827798945,0.0651564755948754,-0.0172482653265748,-0.233932126621223,-0.220894946934363,-0.265137354583621,0.745832652387331,-0.330974509215768,-0.370583853051847
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,0,0,0,1,0,0,1,0,-0.20181178874548,-0.0820682270553956,-0.306209609833445,-0.41608161088009,-0.896295089149542,-0.0214877465450239,-0.255298754355689,-0.229086630147508,-0.277697019546556,-0.663536438773824,0.385454502848753,-0.61606633793757
0,1.93543440199053,1.98692783008475,-0.622836278082007,2.67205980732713,2.56537257699584,-0.474766073227152,1.90414689192753,1.99173721162057,2.0692716887959,2.03203442982455,2.04899374832224,1,0,1,0,0,0,1,0,0,1,0,-0.53583812748492,-0.14752050024777,-0.238643810370021,-0.331142144707601,-0.25532737931993,-0.0186514685773924,-0.188459559904284,-0.226852534725741,-0.275531615068312,1.19089657591191,-0.366208722923859,-0.554695716716139
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.256551891080706,0.38544801003299,-0.301204735799117,-0.38776845548926,-0.575811234234736,-0.0192970851814458,-0.255298754355689,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.366208722923859,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.256551891080706,-0.128819850764234,-0.306209609833445,-0.41608161088009,-0.896295089149542,-0.0214877465450239,-0.255298754355689,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.342719247118465,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,1,0,0,0,0,1,0,0,1,0,0.290849132271553,-0.170896312102189,-0.293697424747625,-0.331142144707601,-0.575811234234736,-0.0203159061977009,-0.23612357561963,-0.225363137777897,-0.275565308294142,7.05090490231881,-0.366208722923859,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,1,0,0,0,0,1,0,0,1,0,0.133331694939577,-0.0820682270553956,-0.306209609833445,-0.41608161088009,-0.896295089149542,-0.0214877465450239,-0.255298754355689,-0.229086630147508,-0.277697019546556,-0.663536438773824,7.37357355495351,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.256551891080706,-0.0820682270553956,-0.266170617558823,-0.38776845548926,-0.575811234234736,-0.020688416718824,-0.214756947885164,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.366208722923859,-0.61606633793757
0,0.0349033231105383,0.345203024960371,0.609579137898564,-0.506791107886232,-0.498501834373987,2.41238609939114,0.108179846161731,0.311972072745455,0.330898308234317,0.659640068430485,0.563034156869145,1,0,0,1,0,0,1,0,0,1,0,-0.256551891080706,-0.0820682270553956,0.0541413206381499,0.88632353709807,2.94951116982813,-0.0185798688270042,-0.00711715528612779,0.388268404734012,0.338122708250991,-0.500346333481479,-0.342719247118465,2.39109410191253
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,0,1,0.043960099290228,-0.0820682270553956,-0.098507337408845,-0.359455300098431,0.0651564755948754,-0.0185041579481504,-0.00547356853732275,-0.221639645408286,-0.270479159683232,1.25023843238185,-0.319229771313071,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,0,1,-0.256551891080706,0.0114350203622816,-0.248653558438676,-0.38776845548926,-0.575811234234736,-0.0200693011308206,-0.205443289641936,-0.229086630147508,-0.277697019546556,-0.663536438773824,-0.377953460826556,-0.61606633793757
0,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,0,0,1,0,-0.312409138361549,-0.165286117257128,-0.273677928610315,-0.359455300098431,-0.25532737931993,-0.0110932973103559,-0.212017636637156,-0.22312904235613,-0.250258638716169,-0.0404469458394184,-0.28399555760498,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,1,0,0,1,0,0,1,0,0.848304460134364,-0.0820682270553956,-0.123531707580484,0.546565672408116,2.62902731491332,-0.0199985662132332,-0.142439130937743,0.492526191083123,0.306799770952193,-0.574523654068908,-0.366208722923859,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,1,0,0,0,1,1,0,0,0,0.133331694939577,-0.0820682270553956,-0.303707172816281,-0.38776845548926,-0.575811234234736,-0.0162589321381072,-0.252011580858079,-0.226107836251819,-0.271628118620881,-0.411333548776564,-0.366208722923859,-0.61606633793757
1,-0.880167196350201,-0.886090578882912,-0.622836278082007,-0.506791107886232,-0.498501834373987,-0.474766073227152,-0.873073497553584,-0.894013155164884,-0.910796963595388,-0.903261026209597,-0.89793841231407,0,0,0,1,0,0,1,0,0,1,0,0.043960099290228,-0.0820682270553956,-0.188595070026744,-0.302828989316771,-0.25532737931993,-0.0184369879812319,-0.221879157129986,-0.203766882034152,-0.242112520512798,-0.515181797598965,-0.307485033410374,-0.61606633793757
